# Wavelength [nm]	Flux [erg s-1 cm-2 nm-1]
7.42000e+02	5.84746e+07
7.43000e+02	5.98614e+07
7.44000e+02	5.94916e+07
7.45000e+02	5.93529e+07
7.46000e+02	5.96302e+07
7.47000e+02	5.97227e+07
7.48000e+02	5.95840e+07
7.49000e+02	5.88906e+07
7.50000e+02	5.88444e+07
7.51000e+02	5.82435e+07
7.52000e+02	5.84746e+07
7.53000e+02	5.87520e+07
7.54000e+02	5.88906e+07
7.55000e+02	5.85671e+07
7.56000e+02	5.85208e+07
7.57000e+02	5.86133e+07
7.58000e+02	5.79199e+07
7.59000e+02	5.77350e+07
7.60000e+02	5.77350e+07
7.61000e+02	5.75501e+07
7.62000e+02	5.65332e+07
7.63000e+02	5.75964e+07
7.64000e+02	5.72728e+07
7.65000e+02	5.66718e+07
7.66000e+02	5.43606e+07
7.67000e+02	5.62096e+07
7.68000e+02	5.64407e+07
7.69000e+02	5.58860e+07
7.70000e+02	5.58860e+07
7.71000e+02	5.55162e+07
7.72000e+02	5.53776e+07
7.73000e+02	5.57011e+07
7.74000e+02	5.53776e+07
7.75000e+02	5.49153e+07
7.76000e+02	5.55624e+07
7.77000e+02	5.48228e+07
7.78000e+02	5.44993e+07
7.79000e+02	5.45455e+07
7.80000e+02	5.42219e+07
7.81000e+02	5.42682e+07
7.82000e+02	5.45917e+07
7.83000e+02	5.36210e+07
7.84000e+02	5.38521e+07
7.85000e+02	5.35286e+07
7.86000e+02	5.41757e+07
7.87000e+02	5.39446e+07
7.88000e+02	5.36672e+07
7.89000e+02	5.39446e+07
7.90000e+02	5.38521e+07
7.91000e+02	5.31125e+07
7.92000e+02	5.26040e+07
7.93000e+02	5.19107e+07
7.94000e+02	5.13098e+07
7.95000e+02	5.25116e+07
7.96000e+02	5.26965e+07
7.97000e+02	5.26503e+07
7.98000e+02	5.26040e+07
7.99000e+02	5.26503e+07
8.00000e+02	5.21880e+07
8.01000e+02	5.23267e+07
8.02000e+02	5.20956e+07
8.03000e+02	5.18644e+07
8.04000e+02	5.17720e+07
8.05000e+02	5.11248e+07
8.06000e+02	5.18182e+07
8.07000e+02	5.14022e+07
8.08000e+02	5.13098e+07
8.09000e+02	5.08937e+07
8.10000e+02	5.10324e+07
8.11000e+02	5.15409e+07
8.12000e+02	5.15871e+07
8.13000e+02	5.16796e+07
8.14000e+02	5.13560e+07
8.15000e+02	5.10786e+07
8.16000e+02	5.09862e+07
8.17000e+02	5.08013e+07
8.18000e+02	4.97843e+07
8.19000e+02	4.95070e+07
8.20000e+02	4.91834e+07
8.21000e+02	4.91372e+07
8.22000e+02	4.92296e+07
8.23000e+02	4.97381e+07
8.24000e+02	4.95994e+07
8.25000e+02	4.94608e+07
8.26000e+02	4.98306e+07
8.27000e+02	4.97381e+07
8.28000e+02	4.94608e+07
8.29000e+02	4.91372e+07
8.30000e+02	4.89985e+07
8.31000e+02	4.87212e+07
8.32000e+02	4.88598e+07
8.33000e+02	4.73344e+07
8.34000e+02	4.75655e+07
8.35000e+02	4.83051e+07
8.36000e+02	4.85362e+07
8.37000e+02	4.83051e+07
8.38000e+02	4.75655e+07
8.39000e+02	4.74268e+07
8.40000e+02	4.82127e+07
8.41000e+02	4.79353e+07
8.42000e+02	4.75193e+07
8.43000e+02	4.69646e+07
8.44000e+02	4.66410e+07
8.45000e+02	4.77504e+07
8.46000e+02	4.74731e+07
8.47000e+02	4.64099e+07
8.48000e+02	4.63637e+07
8.49000e+02	4.50648e+07
8.50000e+02	4.31279e+07
8.51000e+02	4.59430e+07
8.52000e+02	4.55039e+07
8.53000e+02	4.35763e+07
8.54000e+02	3.78074e+07
8.55000e+02	4.12789e+07
8.56000e+02	4.52219e+07
8.57000e+02	4.60586e+07
8.58000e+02	4.57859e+07
8.59000e+02	4.57350e+07
8.60000e+02	4.57443e+07
8.61000e+02	4.55178e+07
8.62000e+02	4.61973e+07
8.63000e+02	4.72882e+07
8.64000e+02	4.49122e+07
8.65000e+02	4.45008e+07
8.66000e+02	4.00124e+07
8.67000e+02	4.17504e+07
8.68000e+02	4.54253e+07
8.69000e+02	4.44731e+07
8.70000e+02	4.57350e+07
8.71000e+02	4.51156e+07
8.72000e+02	4.49446e+07
8.73000e+02	4.48521e+07
8.74000e+02	4.43159e+07
8.75000e+02	4.34284e+07
8.76000e+02	4.38953e+07
8.77000e+02	4.43205e+07
8.78000e+02	4.48475e+07
8.79000e+02	4.41449e+07
8.80000e+02	4.31926e+07
8.81000e+02	4.26703e+07
8.82000e+02	4.36179e+07
8.83000e+02	4.36734e+07
8.84000e+02	4.34977e+07
8.85000e+02	4.38213e+07
8.86000e+02	4.21849e+07
8.87000e+02	4.23329e+07
8.88000e+02	4.32527e+07
8.89000e+02	4.32666e+07
8.90000e+02	4.33914e+07
8.91000e+02	4.30632e+07
8.92000e+02	4.23745e+07
8.93000e+02	4.21202e+07
8.94000e+02	4.22219e+07
8.95000e+02	4.20555e+07
8.96000e+02	4.26749e+07
8.97000e+02	4.20324e+07
8.98000e+02	4.22080e+07
8.99000e+02	4.20832e+07
9.00000e+02	4.11218e+07
9.01000e+02	3.97073e+07
9.02000e+02	4.01141e+07
9.03000e+02	4.16395e+07
9.04000e+02	4.20555e+07
9.05000e+02	4.19353e+07
9.06000e+02	4.09646e+07
9.07000e+02	4.12974e+07
9.08000e+02	4.05717e+07
9.09000e+02	3.97443e+07
9.10000e+02	4.05301e+07
9.11000e+02	4.03174e+07
9.12000e+02	4.03729e+07
9.13000e+02	4.12604e+07
9.14000e+02	4.07704e+07
9.15000e+02	4.04330e+07
9.16000e+02	4.06087e+07
9.17000e+02	4.00355e+07
9.18000e+02	4.02296e+07
9.19000e+02	4.03683e+07
9.20000e+02	3.98737e+07
9.21000e+02	3.88752e+07
9.22000e+02	3.87273e+07
9.23000e+02	3.76641e+07
9.24000e+02	3.88567e+07
9.25000e+02	3.88475e+07
9.26000e+02	3.83529e+07
9.27000e+02	3.95732e+07
9.28000e+02	3.96379e+07
9.29000e+02	3.91110e+07
9.30000e+02	3.93144e+07
9.31000e+02	3.93144e+07
9.32000e+02	3.91064e+07
9.33000e+02	3.92543e+07
9.34000e+02	3.91572e+07
9.35000e+02	3.86949e+07
9.36000e+02	3.85054e+07
9.37000e+02	3.87782e+07
9.38000e+02	3.87458e+07
9.39000e+02	3.84684e+07
9.40000e+02	3.80154e+07
9.41000e+02	3.66333e+07
9.42000e+02	3.73960e+07
9.43000e+02	3.78537e+07
9.44000e+02	3.73452e+07
9.45000e+02	3.77196e+07
9.46000e+02	3.78537e+07
9.47000e+02	3.79369e+07
9.48000e+02	3.79692e+07
9.49000e+02	3.79369e+07
9.50000e+02	3.76688e+07
9.51000e+02	3.74654e+07
9.52000e+02	3.74977e+07
9.53000e+02	3.71557e+07
9.54000e+02	3.60185e+07
9.55000e+02	3.54084e+07
9.56000e+02	3.69060e+07
9.57000e+02	3.66194e+07
9.58000e+02	3.70170e+07
9.59000e+02	3.70540e+07
9.60000e+02	3.65316e+07
9.61000e+02	3.67073e+07
9.62000e+02	3.63929e+07
9.63000e+02	3.62127e+07
9.64000e+02	3.61988e+07
9.65000e+02	3.60555e+07
9.66000e+02	3.57643e+07
9.67000e+02	3.60740e+07
9.68000e+02	3.60231e+07
9.69000e+02	3.60000e+07
9.70000e+02	3.59630e+07
9.71000e+02	3.58521e+07
9.72000e+02	3.59353e+07
9.73000e+02	3.55563e+07
9.74000e+02	3.51218e+07
9.75000e+02	3.55470e+07
9.76000e+02	3.53483e+07
9.77000e+02	3.52697e+07
9.78000e+02	3.52188e+07
9.79000e+02	3.49230e+07
9.80000e+02	3.51033e+07
9.81000e+02	3.52928e+07
9.82000e+02	3.51726e+07
9.83000e+02	3.49184e+07
9.84000e+02	3.48721e+07
9.85000e+02	3.48999e+07
9.86000e+02	3.46410e+07
9.87000e+02	3.45717e+07
9.88000e+02	3.46179e+07
9.89000e+02	3.40724e+07
9.90000e+02	3.42157e+07
9.91000e+02	3.42758e+07
9.92000e+02	3.43822e+07
9.93000e+02	3.42897e+07
9.94000e+02	3.42897e+07
9.95000e+02	3.41372e+07
9.96000e+02	3.41094e+07
9.97000e+02	3.40956e+07
9.98000e+02	3.39800e+07
9.99000e+02	3.38228e+07
1.00000e+03	3.37766e+07
1.00100e+03	3.39846e+07
1.00200e+03	3.38367e+07
1.00300e+03	3.34345e+07
1.00400e+03	3.28198e+07
1.00500e+03	3.13359e+07
1.00600e+03	3.27181e+07
1.00700e+03	3.33190e+07
1.00800e+03	3.32959e+07
1.00900e+03	3.32774e+07
1.01000e+03	3.32265e+07
1.01100e+03	3.31295e+07
1.01200e+03	3.30093e+07
1.01300e+03	3.30093e+07
1.01400e+03	3.27781e+07
1.01500e+03	3.25886e+07
1.01600e+03	3.24638e+07
1.01700e+03	3.25655e+07
1.01800e+03	3.23529e+07
1.01900e+03	3.19600e+07
1.02000e+03	3.22281e+07
1.02100e+03	3.21310e+07
1.02200e+03	3.19877e+07
1.02300e+03	3.23575e+07
1.02400e+03	3.22466e+07
1.02500e+03	3.22234e+07
1.02600e+03	3.21587e+07
1.02700e+03	3.20755e+07
1.02800e+03	3.20339e+07
1.02900e+03	3.16780e+07
1.03000e+03	3.17843e+07
1.03100e+03	3.17057e+07
1.03200e+03	3.15763e+07
1.03300e+03	3.11094e+07
1.03400e+03	3.11002e+07
1.03500e+03	3.11973e+07
1.03600e+03	3.13914e+07
1.03700e+03	3.08691e+07
1.03800e+03	3.10170e+07
1.03900e+03	3.10170e+07
1.04000e+03	3.08968e+07
1.04100e+03	3.10447e+07
1.04200e+03	3.08321e+07
1.04300e+03	3.07489e+07
1.04400e+03	3.08737e+07
1.04500e+03	3.04715e+07
1.04600e+03	3.01526e+07
1.04700e+03	3.04438e+07
1.04800e+03	3.06333e+07
1.04900e+03	3.05455e+07
1.05000e+03	3.04299e+07
1.05100e+03	3.04160e+07
1.05200e+03	3.03190e+07
1.05300e+03	3.01110e+07
1.05400e+03	3.02127e+07
1.05500e+03	3.02728e+07
1.05600e+03	3.02127e+07
1.05700e+03	3.01572e+07
1.05800e+03	2.94546e+07
1.05900e+03	2.95332e+07
1.06000e+03	2.95100e+07
1.06100e+03	2.95008e+07
1.06200e+03	2.97042e+07
1.06300e+03	2.94453e+07
1.06400e+03	2.97781e+07
1.06500e+03	2.96718e+07
1.06600e+03	2.90016e+07
1.06700e+03	2.94037e+07
1.06800e+03	2.88444e+07
1.06900e+03	2.79014e+07
1.07000e+03	2.89461e+07
1.07100e+03	2.91079e+07
1.07200e+03	2.89923e+07
1.07300e+03	2.85116e+07
1.07400e+03	2.89600e+07
1.07500e+03	2.83452e+07
1.07600e+03	2.89877e+07
1.07700e+03	2.89831e+07
1.07800e+03	2.85532e+07
1.07900e+03	2.83960e+07
1.08000e+03	2.87936e+07
1.08100e+03	2.79985e+07
1.08200e+03	2.77489e+07
1.08300e+03	2.77073e+07
1.08400e+03	2.83822e+07
1.08500e+03	2.85486e+07
1.08600e+03	2.81972e+07
1.08700e+03	2.72404e+07
1.08800e+03	2.78459e+07
1.08900e+03	2.78043e+07
1.09000e+03	2.81741e+07
1.09100e+03	2.80355e+07
1.09200e+03	2.77766e+07
1.09300e+03	2.68613e+07
1.09400e+03	2.57381e+07
1.09500e+03	2.69723e+07
1.09600e+03	2.69492e+07
1.09700e+03	2.69908e+07
1.09800e+03	2.66210e+07
1.09900e+03	2.72358e+07
1.10000e+03	2.73976e+07
1.10100e+03	2.70324e+07
1.10200e+03	2.66811e+07
1.10300e+03	2.72034e+07
1.10400e+03	2.71110e+07
1.10500e+03	2.71017e+07
1.10600e+03	2.70185e+07
1.10700e+03	2.69214e+07
1.10800e+03	2.69353e+07
1.10900e+03	2.69076e+07
1.11000e+03	2.69168e+07
1.11100e+03	2.67088e+07
1.11200e+03	2.65285e+07
1.11300e+03	2.64638e+07
1.11400e+03	2.66949e+07
1.11500e+03	2.64777e+07
1.11600e+03	2.64962e+07
1.11700e+03	2.66117e+07
1.11800e+03	2.63621e+07
1.11900e+03	2.60016e+07
1.12000e+03	2.60062e+07
1.12100e+03	2.61772e+07
1.12200e+03	2.62789e+07
1.12300e+03	2.62373e+07
1.12400e+03	2.60524e+07
1.12500e+03	2.53359e+07
1.12600e+03	2.55855e+07
1.12700e+03	2.57936e+07
1.12800e+03	2.56919e+07
1.12900e+03	2.54099e+07
1.13000e+03	2.54607e+07
1.13100e+03	2.55902e+07
1.13200e+03	2.55994e+07
1.13300e+03	2.51788e+07
1.13400e+03	2.54284e+07
1.13500e+03	2.54376e+07
1.13600e+03	2.54700e+07
1.13700e+03	2.52111e+07
1.13800e+03	2.48829e+07
1.13900e+03	2.49707e+07
1.14000e+03	2.47720e+07
1.14100e+03	2.48090e+07
1.14200e+03	2.49060e+07
1.14300e+03	2.49661e+07
1.14400e+03	2.47350e+07
1.14500e+03	2.49384e+07
1.14600e+03	2.51140e+07
1.14700e+03	2.50447e+07
1.14800e+03	2.48829e+07
1.14900e+03	2.48367e+07
1.15000e+03	2.47674e+07
1.15100e+03	2.47489e+07
1.15200e+03	2.45501e+07
1.15300e+03	2.46888e+07
1.15400e+03	2.47350e+07
1.15500e+03	2.45963e+07
1.15600e+03	2.45177e+07
1.15700e+03	2.45224e+07
1.15800e+03	2.44576e+07
1.15900e+03	2.38937e+07
1.16000e+03	2.39538e+07
1.16100e+03	2.35008e+07
1.16200e+03	2.41294e+07
1.16300e+03	2.41110e+07
1.16400e+03	2.37920e+07
1.16500e+03	2.39214e+07
1.16600e+03	2.37319e+07
1.16700e+03	2.38937e+07
1.16800e+03	2.39307e+07
1.16900e+03	2.34130e+07
1.17000e+03	2.38521e+07
1.17100e+03	2.39214e+07
1.17200e+03	2.38567e+07
1.17300e+03	2.38336e+07
1.17400e+03	2.37227e+07
1.17500e+03	2.30570e+07
1.17600e+03	2.34453e+07
1.17700e+03	2.34407e+07
1.17800e+03	2.31680e+07
1.17900e+03	2.35054e+07
1.18000e+03	2.35609e+07
1.18100e+03	2.33945e+07
1.18200e+03	2.31125e+07
1.18300e+03	2.24422e+07
1.18400e+03	2.31033e+07
1.18500e+03	2.33113e+07
1.18600e+03	2.32604e+07
1.18700e+03	2.32558e+07
1.18800e+03	2.24053e+07
1.18900e+03	2.23683e+07
1.19000e+03	2.30200e+07
1.19100e+03	2.31633e+07
1.19200e+03	2.30478e+07
1.19300e+03	2.30247e+07
1.19400e+03	2.29831e+07
1.19500e+03	2.27011e+07
1.19600e+03	2.27242e+07
1.19700e+03	2.21649e+07
1.19800e+03	2.19199e+07
1.19900e+03	2.16841e+07
1.20000e+03	2.25855e+07
1.20100e+03	2.26826e+07
1.20200e+03	2.25578e+07
1.20300e+03	2.16148e+07
1.20400e+03	2.21325e+07
1.20500e+03	2.23960e+07
1.20600e+03	2.24237e+07
1.20700e+03	2.23821e+07
1.20800e+03	2.12404e+07
1.20900e+03	2.16657e+07
1.21000e+03	2.17858e+07
1.21100e+03	2.18644e+07
1.21200e+03	2.21279e+07
1.21300e+03	2.21002e+07
1.21400e+03	2.21048e+07
1.21500e+03	2.20956e+07
1.21600e+03	2.20586e+07
1.21700e+03	2.19985e+07
1.21800e+03	2.19153e+07
1.21900e+03	2.18228e+07
1.22000e+03	2.18875e+07
1.22100e+03	2.17997e+07
1.22200e+03	2.17165e+07
1.22300e+03	2.16472e+07
1.22400e+03	2.17073e+07
1.22500e+03	2.16379e+07
1.22600e+03	2.15408e+07
1.22700e+03	2.11110e+07
1.22800e+03	2.14576e+07
1.22900e+03	2.14992e+07
1.23000e+03	2.13837e+07
1.23100e+03	2.13143e+07
1.23200e+03	2.12127e+07
1.23300e+03	2.12543e+07
1.23400e+03	2.11433e+07
1.23500e+03	2.11202e+07
1.23600e+03	2.11849e+07
1.23700e+03	2.11572e+07
1.23800e+03	2.11110e+07
1.23900e+03	2.08475e+07
1.24000e+03	2.08891e+07
1.24100e+03	2.09769e+07
1.24200e+03	2.07643e+07
1.24300e+03	2.05840e+07
1.24400e+03	2.07874e+07
1.24500e+03	2.08429e+07
1.24600e+03	2.07134e+07
1.24700e+03	2.06857e+07
1.24800e+03	2.07689e+07
1.24900e+03	2.07458e+07
1.25000e+03	2.06764e+07
1.25100e+03	2.05285e+07
1.25200e+03	2.03852e+07
1.25300e+03	2.04869e+07
1.25400e+03	2.04915e+07
1.25500e+03	2.04361e+07
1.25600e+03	2.03575e+07
1.25700e+03	2.03482e+07
1.25800e+03	2.03298e+07
1.25900e+03	2.03760e+07
1.26000e+03	2.03852e+07
1.26100e+03	2.02697e+07
1.26200e+03	2.02234e+07
1.26300e+03	2.02974e+07
1.26400e+03	2.01033e+07
1.26500e+03	2.01402e+07
1.26600e+03	2.01772e+07
1.26700e+03	1.99784e+07
1.26800e+03	1.98398e+07
1.26900e+03	2.00478e+07
1.27000e+03	2.01171e+07
1.27100e+03	2.00663e+07
1.27200e+03	2.00154e+07
1.27300e+03	1.99230e+07
1.27400e+03	1.98444e+07
1.27500e+03	1.99230e+07
1.27600e+03	1.99184e+07
1.27700e+03	1.98675e+07
1.27800e+03	1.97797e+07
1.27900e+03	1.96225e+07
1.28000e+03	1.93729e+07
1.28100e+03	1.82959e+07
1.28200e+03	1.73298e+07
1.28300e+03	1.87257e+07
1.28400e+03	1.92481e+07
1.28500e+03	1.93313e+07
1.28600e+03	1.94099e+07
1.28700e+03	1.94515e+07
1.28800e+03	1.93775e+07
1.28900e+03	1.93775e+07
1.29000e+03	1.91325e+07
1.29100e+03	1.92851e+07
1.29200e+03	1.93683e+07
1.29300e+03	1.92573e+07
1.29400e+03	1.92157e+07
1.29500e+03	1.92943e+07
1.29600e+03	1.92989e+07
1.29700e+03	1.91279e+07
1.29800e+03	1.91048e+07
1.29900e+03	1.92019e+07
1.30000e+03	1.91279e+07
1.30100e+03	1.90123e+07
1.30200e+03	1.89245e+07
1.30300e+03	1.87812e+07
1.30400e+03	1.88413e+07
1.30500e+03	1.89430e+07
1.30600e+03	1.89338e+07
1.30700e+03	1.88274e+07
1.30800e+03	1.88043e+07
1.30900e+03	1.87905e+07
1.31000e+03	1.86703e+07
1.31100e+03	1.86610e+07
1.31200e+03	1.81572e+07
1.31300e+03	1.83143e+07
1.31400e+03	1.84715e+07
1.31500e+03	1.79261e+07
1.31600e+03	1.83559e+07
1.31700e+03	1.84392e+07
1.31800e+03	1.83606e+07
1.31900e+03	1.84900e+07
1.32000e+03	1.83976e+07
1.32100e+03	1.82912e+07
1.32200e+03	1.83282e+07
1.32300e+03	1.83097e+07
1.32400e+03	1.83236e+07
1.32500e+03	1.82404e+07
1.32600e+03	1.81341e+07
1.32700e+03	1.81156e+07
1.32800e+03	1.79492e+07
1.32900e+03	1.77319e+07
1.33000e+03	1.79954e+07
1.33100e+03	1.79492e+07
1.33200e+03	1.77504e+07
1.33300e+03	1.80324e+07
1.33400e+03	1.80509e+07
1.33500e+03	1.79353e+07
1.33600e+03	1.79630e+07
1.33700e+03	1.78891e+07
1.33800e+03	1.77828e+07
1.33900e+03	1.75147e+07
1.34000e+03	1.77042e+07
1.34100e+03	1.77365e+07
1.34200e+03	1.77227e+07
1.34300e+03	1.77042e+07
1.34400e+03	1.77504e+07
1.34500e+03	1.76580e+07
1.34600e+03	1.75794e+07
1.34700e+03	1.76163e+07
1.34800e+03	1.76071e+07
1.34900e+03	1.74730e+07
1.35000e+03	1.73390e+07
1.35100e+03	1.74592e+07
1.35200e+03	1.75239e+07
1.35300e+03	1.74499e+07
1.35400e+03	1.73482e+07
1.35500e+03	1.71772e+07
1.35600e+03	1.70986e+07
1.35700e+03	1.71217e+07
1.35800e+03	1.72512e+07
1.35900e+03	1.70848e+07
1.36000e+03	1.70986e+07
1.36100e+03	1.72327e+07
1.36200e+03	1.70478e+07
1.36300e+03	1.69646e+07
1.36400e+03	1.70339e+07
1.36500e+03	1.70755e+07
1.36600e+03	1.69692e+07
1.36700e+03	1.69137e+07
1.36800e+03	1.68490e+07
1.36900e+03	1.67381e+07
1.37000e+03	1.67288e+07
1.37100e+03	1.67612e+07
1.37200e+03	1.68999e+07
1.37300e+03	1.68906e+07
1.37400e+03	1.67427e+07
1.37500e+03	1.66086e+07
1.37600e+03	1.65347e+07
1.37700e+03	1.66734e+07
1.37800e+03	1.66965e+07
1.37900e+03	1.67288e+07
1.38000e+03	1.66595e+07
1.38100e+03	1.66040e+07
1.38200e+03	1.64653e+07
1.38300e+03	1.65347e+07
1.38400e+03	1.65624e+07
1.38500e+03	1.64746e+07
1.38600e+03	1.64792e+07
1.38700e+03	1.64469e+07
1.38800e+03	1.65023e+07
1.38900e+03	1.64099e+07
1.39000e+03	1.63128e+07
1.39100e+03	1.64237e+07
1.39200e+03	1.63683e+07
1.39300e+03	1.63082e+07
1.39400e+03	1.62296e+07
1.39500e+03	1.62019e+07
1.39600e+03	1.62620e+07
1.39700e+03	1.62758e+07
1.39800e+03	1.62527e+07
1.39900e+03	1.60771e+07
1.40000e+03	1.58506e+07
1.40100e+03	1.59707e+07
1.40200e+03	1.60539e+07
1.40300e+03	1.59338e+07
1.40400e+03	1.59430e+07
1.40500e+03	1.59707e+07
1.40600e+03	1.59338e+07
1.40700e+03	1.59291e+07
1.40800e+03	1.59291e+07
1.40900e+03	1.59569e+07
1.41000e+03	1.58783e+07
1.41100e+03	1.55501e+07
1.41200e+03	1.55547e+07
1.41300e+03	1.56425e+07
1.41400e+03	1.57073e+07
1.41500e+03	1.57581e+07
1.41600e+03	1.56564e+07
1.41700e+03	1.57535e+07
1.41800e+03	1.56841e+07
1.41900e+03	1.55686e+07
1.42000e+03	1.55686e+07
1.42100e+03	1.54207e+07
1.42200e+03	1.53051e+07
1.42300e+03	1.53375e+07
1.42400e+03	1.53467e+07
1.42500e+03	1.52589e+07
1.42600e+03	1.51618e+07
1.42700e+03	1.52219e+07
1.42800e+03	1.52681e+07
1.42900e+03	1.50093e+07
1.43000e+03	1.51942e+07
1.43100e+03	1.52126e+07
1.43200e+03	1.54438e+07
1.43300e+03	1.52912e+07
1.43400e+03	1.52589e+07
1.43500e+03	1.53005e+07
1.43600e+03	1.52681e+07
1.43700e+03	1.52866e+07
1.43800e+03	1.52727e+07
1.43900e+03	1.51248e+07
1.44000e+03	1.45239e+07
1.44100e+03	1.49076e+07
1.44200e+03	1.47180e+07
1.44300e+03	1.48752e+07
1.44400e+03	1.48197e+07
1.44500e+03	1.50139e+07
1.44600e+03	1.48937e+07
1.44700e+03	1.48983e+07
1.44800e+03	1.49861e+07
1.44900e+03	1.49353e+07
1.45000e+03	1.47365e+07
1.45100e+03	1.45794e+07
1.45200e+03	1.47273e+07
1.45300e+03	1.46996e+07
1.45400e+03	1.45378e+07
1.45500e+03	1.45193e+07
1.45600e+03	1.45655e+07
1.45700e+03	1.46579e+07
1.45800e+03	1.47781e+07
1.45900e+03	1.47180e+07
1.46000e+03	1.46302e+07
1.46100e+03	1.45794e+07
1.46200e+03	1.44546e+07
1.46300e+03	1.43945e+07
1.46400e+03	1.44869e+07
1.46500e+03	1.43898e+07
1.46600e+03	1.44915e+07
1.46700e+03	1.44638e+07
1.46800e+03	1.44037e+07
1.46900e+03	1.44915e+07
1.47000e+03	1.42512e+07
1.47100e+03	1.42373e+07
1.47200e+03	1.41772e+07
1.47300e+03	1.40200e+07
1.47400e+03	1.39969e+07
1.47500e+03	1.40339e+07
1.47600e+03	1.40940e+07
1.47700e+03	1.40247e+07
1.47800e+03	1.40293e+07
1.47900e+03	1.42142e+07
1.48000e+03	1.41217e+07
1.48100e+03	1.40709e+07
1.48200e+03	1.40432e+07
1.48300e+03	1.39230e+07
1.48400e+03	1.41171e+07
1.48500e+03	1.41448e+07
1.48600e+03	1.39646e+07
1.48700e+03	1.33868e+07
1.48800e+03	1.29106e+07
1.48900e+03	1.39045e+07
1.49000e+03	1.39877e+07
1.49100e+03	1.39276e+07
1.49200e+03	1.39183e+07
1.49300e+03	1.39969e+07
1.49400e+03	1.40154e+07
1.49500e+03	1.37750e+07
1.49600e+03	1.35809e+07
1.49700e+03	1.37473e+07
1.49800e+03	1.37519e+07
1.49900e+03	1.37566e+07
1.50000e+03	1.38351e+07
1.50100e+03	1.37519e+07
1.50200e+03	1.30586e+07
1.50300e+03	1.28644e+07
1.50400e+03	1.26888e+07
1.50500e+03	1.26749e+07
1.50600e+03	1.32712e+07
1.50700e+03	1.34792e+07
1.50800e+03	1.32620e+07
1.50900e+03	1.34515e+07
1.51000e+03	1.35809e+07
1.51100e+03	1.35254e+07
1.51200e+03	1.32758e+07
1.51300e+03	1.32435e+07
1.51400e+03	1.32573e+07
1.51500e+03	1.33220e+07
1.51600e+03	1.32065e+07
1.51700e+03	1.32712e+07
1.51800e+03	1.32851e+07
1.51900e+03	1.32527e+07
1.52000e+03	1.31834e+07
1.52100e+03	1.30031e+07
1.52200e+03	1.29985e+07
1.52300e+03	1.31187e+07
1.52400e+03	1.30123e+07
1.52500e+03	1.30493e+07
1.52600e+03	1.31418e+07
1.52700e+03	1.31418e+07
1.52800e+03	1.31094e+07
1.52900e+03	1.27350e+07
1.53000e+03	1.26425e+07
1.53100e+03	1.29985e+07
1.53200e+03	1.29430e+07
1.53300e+03	1.28182e+07
1.53400e+03	1.27026e+07
1.53500e+03	1.28506e+07
1.53600e+03	1.29060e+07
1.53700e+03	1.27905e+07
1.53800e+03	1.26564e+07
1.53900e+03	1.25686e+07
1.54000e+03	1.24530e+07
1.54100e+03	1.25963e+07
1.54200e+03	1.26287e+07
1.54300e+03	1.27026e+07
1.54400e+03	1.27304e+07
1.54500e+03	1.27489e+07
1.54600e+03	1.26656e+07
1.54700e+03	1.23929e+07
1.54800e+03	1.23837e+07
1.54900e+03	1.24391e+07
1.55000e+03	1.23791e+07
1.55100e+03	1.24992e+07
1.55200e+03	1.25177e+07
1.55300e+03	1.22958e+07
1.55400e+03	1.22265e+07
1.55500e+03	1.22219e+07
1.55600e+03	1.22311e+07
1.55700e+03	1.23606e+07
1.55800e+03	1.22958e+07
1.55900e+03	1.22265e+07
1.56000e+03	1.23143e+07
1.56100e+03	1.23929e+07
1.56200e+03	1.23005e+07
1.56300e+03	1.21710e+07
1.56400e+03	1.22404e+07
1.56500e+03	1.22080e+07
1.56600e+03	1.20740e+07
1.56700e+03	1.20740e+07
1.56800e+03	1.19723e+07
1.56900e+03	1.19954e+07
1.57000e+03	1.21110e+07
1.57100e+03	1.22080e+07
1.57200e+03	1.21248e+07
1.57300e+03	1.20647e+07
1.57400e+03	1.16626e+07
1.57500e+03	1.15470e+07
1.57600e+03	1.14407e+07
1.57700e+03	1.11726e+07
1.57800e+03	1.17689e+07
1.57900e+03	1.19584e+07
1.58000e+03	1.20185e+07
1.58100e+03	1.18336e+07
1.58200e+03	1.15655e+07
1.58300e+03	1.16533e+07
1.58400e+03	1.17180e+07
1.58500e+03	1.18105e+07
1.58600e+03	1.17088e+07
1.58700e+03	1.15100e+07
1.58800e+03	1.10709e+07
1.58900e+03	1.07150e+07
1.59000e+03	1.09969e+07
1.59100e+03	1.12465e+07
1.59200e+03	1.16533e+07
1.59300e+03	1.17550e+07
1.59400e+03	1.17920e+07
1.59500e+03	1.15932e+07
1.59600e+03	1.12743e+07
1.59700e+03	1.16256e+07
1.59800e+03	1.16857e+07
1.59900e+03	1.15516e+07
1.60000e+03	1.14499e+07
1.60100e+03	1.13205e+07
1.60200e+03	1.13991e+07
1.60300e+03	1.14407e+07
1.60400e+03	1.13575e+07
1.60500e+03	1.13436e+07
1.60600e+03	1.12188e+07
1.60700e+03	1.13159e+07
1.60800e+03	1.13667e+07
1.60900e+03	1.10247e+07
1.61000e+03	1.07982e+07
1.61100e+03	1.10016e+07
1.61200e+03	1.10940e+07
1.61300e+03	1.11633e+07
1.61400e+03	1.11356e+07
